,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,webURL,numViolations,id,impact,tags,description,help,helpUrl,html,failureSummary,DOM
59,256,39,5,https://www.ieee.org/,6,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a href=""https://www.facebook.com/pages/IEEE/176104589110851?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-facebook"" target=""_self"">\n        <i class=""fa fa-facebook-f""></i>\n    </a>', '<a href=""https://twitter.com/IEEEorg?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-twitter"" target=""_self"">\n        <i class=""fa fa-twitter""></i>\n    </a>', '<a href=""https://www.linkedin.com/company/ieee?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-linkedin"" target=""_self"">\n        <i class=""fa fa-linkedin""></i>\n    </a>', '<a href=""https://www.youtube.com/user/IEEEorg?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-youtube"" target=""_self"">\n        <i class=""fa fa-youtube-play""></i>\n    </a>', '<a href=""https://www.instagram.com/ieeeorg/?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-instagram"" target=""_self"">\n        <i class=""fa fa-instagram""></i>\n    </a>', '<a href=""http://www.addthis.com/bookmark.php?utm_source=dhtml_footer&amp;utm_medium=hp&amp;utm_campaign=sm-add-this"" target=""_self"">\n        <i class=""fa fa-share-alt""></i>\n    </a>']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",9
69,353,50,1,https://www.itcorp.com/,3,landmark-one-main,moderate,"['cat.semantics', 'best-practice']",Ensures the document has a main landmark,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.7/landmark-one-main?application=playwright,[['<html>']],[['Fix all of the following:\n  Document does not have a main landmark']],12
70,354,51,2,https://www.itcorp.com/,3,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<center>\n<h1>Interrupt Technology Corporation</h1>\n</center>', '<p>\nThis is the home page of Interrupt Technology Corporation. If you are\nlooking for another company that calls itself ""ITcorp"", you\'ll have to\ntry typing the company\'s full name into a search engine.\n\n</p>', '<h2>What Do We Do?</h2>', '<p>', '<h2>Why Is This Web Page So Plain?</h2>', '<p>\nWe do not actively seek outside business. This Web page exists primarily\nto satisfy the needs of those who expect every domain to have a Web\npresence.\n\n\n\n</p>']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",12
68,352,49,0,https://www.itcorp.com/,3,html-has-lang,serious,"['cat.language', 'wcag2a', 'wcag311', 'ACT', 'TTv5', 'TT11.a']",Ensures every HTML document has a lang attribute,<html> element must have a lang attribute,https://dequeuniversity.com/rules/axe/4.7/html-has-lang?application=playwright,[['<html>']],[['Fix any of the following:\n  The <html> element does not have a lang attribute']],12
73,357,54,2,https://www.mobileye.com/,3,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<a style=""position: absolute; width: 200px; height: 1px; margin-top: -1px; z-index: -1; border: 0px none; top: 0px; left: 0px; overflow: hidden; outline: 0px;"" tabindex=""-1"" href=""https://accessibe.com/blog/knowledgebase/screen-reader-guide"" target=""_blank"" data-acsb=""sr-trigger"" data-acsb-sr-only=""true"" data-acsb-force-visible=""true"" data-acsb-force-unnavigable=""true"" class=""acsb-sr-only acsb-skip-link"">', '<div class=""mainLink"" data-v-b2a51720=""""><div class=""itemWithHover"" data-v-b2a51720=""""><!----> <p data-v-b2a51720="""">About</p></div> <!----> <!----> <!----></div>', '<div class=""mainLink"" data-v-b2a51720=""""><div class=""itemWithHover"" data-v-b2a51720=""""><!----> <p data-v-b2a51720="""">Solutions</p></div> <!----> <!----> <!----></div>', '<div class=""mainLink"" data-v-b2a51720=""""><div class=""itemWithHover"" data-v-b2a51720=""""><!----> <p data-v-b2a51720="""">Technology</p></div> <!----> <!----> <!----></div>', '<div class=""navigationItem"" data-v-b2a51720=""""><div class=""mainLink"" data-v-b2a51720=""""><!----> <a href=""/news/"" data-v-b2a51720="""" class=""""><!----> <p data-v-b2a51720="""">News</p></a> <!----> <!----></div> <!----></div>', '<div class=""navigationItem"" data-v-b2a51720=""""><div class=""mainLink"" data-v-b2a51720=""""><!----> <a href=""/blog/"" data-v-b2a51720="""" class=""""><!----> <p data-v-b2a51720="""">Blog</p></a> <!----> <!----></div> <!----></div>', '<div class=""navigationItem"" data-v-b2a51720=""""><div class=""mainLink"" data-v-b2a51720=""""><!----> <!----> <a href=""https://careers.mobileye.com/"" target=""_blank"" rel=""noopener"" data-v-b2a51720=""""><!----> <p data-v-b2a51720="""">Careers</p></a> <!----></div> <!----></div>', '<div class=""navigationItem"" data-v-b2a51720=""""><div class=""mainLink"" data-v-b2a51720=""""><!----> <!----> <a href=""https://ir.mobileye.com/"" target=""_blank"" rel=""noopener"" data-v-b2a51720=""""><!----> <p data-v-b2a51720="""">Investors</p></a> <!----></div> <!----></div>', '<div class=""navigationItem"" data-v-b2a51720=""""><div class=""mainLink"" data-v-b2a51720=""""><!----> <a href=""/contact/"" data-v-b2a51720="""" class=""""><!----> <p data-v-b2a51720="""">Contact Us</p></a> <!----> <!----></div> <!----></div>', '<div class=""videoContainer"" data-v-ad298366="""">', '<div class=""contentContainer globalHomepageContainer"" data-v-ad298366=""""><div class=""content"" data-v-ad298366=""""><h1 data-v-ad298366="""">Driving the autonomous<br>vehicle evolution</h1></div></div>', '<h2 class=""desktopTitle"" style=""background-position: right 0rem center;"" data-v-4ebb24a2="""">\n    Creating the autonomous future takes experience and vision\n  </h2>', '<p data-v-4ebb24a2="""">', '<div class=""carouselContainer"" data-v-415312cb="""">', '<div class=""leadingTheEvolution globalHomepageContainer leadingTheEvolutionDesktop"" data-v-71397c9c="""" data-v-eeb7a1f8="""">', '<div class=""technologyDesktop"" data-v-eeb7a1f8="""">', '<div class=""ultimateEfficiencyDesktop"" style=""background-image:url(https://static.mobileye.com/website/corporate/img/homepage2022/ultimate_efficiency_bk_new.png)"" data-v-0af81687="""">', '<img src=""https://static.mobileye.com/website/corporate/img/homepage2022/defining_the_balance_circle_bk_2.svg"" alt=""/"" class=""circleImage"" data-v-eeb7a1f8="""">', '<h2 class=""globalSectionTitle"" data-v-eeb7a1f8="""">\n      Built for safety, built for scale\n    </h2>', '<h3 data-v-eeb7a1f8="""">Getting a few self-driving vehicles onto the road isn’t enough. Everything Mobileye develops is safe-by-design, with a distinct strategy so that the technology can reach the mass market.</h3>', '<div class=""sectionBannerDesktop"" data-v-3b2ed1aa="""">', '<h2 data-v-eeb7a1f8="""">Driven by vision</h2>', '<h3 data-v-eeb7a1f8="""">Join us in making this<br>autonomous future a reality.</h3>', '<img src=""https://static.mobileye.com/website/corporate/img/homepage2022/circle_icon_blue_svg.svg"" alt=""/"" class=""regularIcon"" data-v-eeb7a1f8="""">', '<p data-v-eeb7a1f8="""">Careers</p>', '<img src=""https://static.mobileye.com/website/corporate/img/homepage2022/play_icon_svg.svg"" alt=""/"" class=""regularIcon"" data-v-eeb7a1f8="""">', '<p data-v-eeb7a1f8="""">Story</p>', '<img src=""https://static.mobileye.com/website/corporate/img/homepage2022/circle_and_square_icon.svg"" alt=""/"" class=""regularIcon"" data-v-eeb7a1f8="""">', '<p data-v-eeb7a1f8="""">Solutions</p>', '<img src=""https://static.mobileye.com/website/corporate/img/homepage2022/squar_icon.svg"" alt=""/"" class=""regularIcon"" data-v-eeb7a1f8="""">', '<p data-v-eeb7a1f8="""">Technology</p>', '<div class=""linksContainer"" data-v-47d70daf="""">', '<div class=""bottomSectionDeskTop"" data-v-47d70daf="""">']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",13
72,356,53,1,https://www.mobileye.com/,3,duplicate-id,minor,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value is unique,id attribute value must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id?application=playwright,"[['<div id=""dotItem1"" class=""dotItem dotItem1"" style=""background-color: rgb(30, 46, 184); transition-delay: 300ms;"" data-v-71397c9c=""""></div>', '<div id=""dotItem2"" class=""dotItem dotItem2"" style=""background-color: rgb(81, 94, 255); transition-delay: 400ms;"" data-v-71397c9c=""""></div>', '<div id=""dotItem3"" class=""dotItem dotItem3"" style=""background-color: rgb(141, 151, 255); transition-delay: 500ms;"" data-v-71397c9c=""""></div>', '<div id=""dotItem4"" class=""dotItem dotItem4"" style=""background-color: rgb(237, 212, 223); transition-delay: 600ms;"" data-v-71397c9c=""""></div>', '<div id=""dotItem5"" class=""dotItem dotItem5"" style=""background-color: rgb(255, 255, 255); transition-delay: 700ms;"" data-v-71397c9c=""""></div>', '<div id=""textItem1"" class=""textItem textItem1"" style=""transition-delay: 300ms;"" data-v-71397c9c=""""><p data-v-71397c9c="""">Driver-Assist</p></div>', '<div id=""textItem2"" class=""textItem textItem2"" style=""transition-delay: 400ms;"" data-v-71397c9c=""""><p data-v-71397c9c="""">Cloud-Enhanced<br>Driver-Assist</p></div>', '<div id=""textItem3"" class=""textItem textItem3"" style=""transition-delay: 500ms;"" data-v-71397c9c=""""><p data-v-71397c9c="""">Mobileye<br>SuperVision™</p></div>', '<div id=""textItem4"" class=""textItem textItem4"" style=""transition-delay: 600ms;"" data-v-71397c9c=""""><p data-v-71397c9c="""">Mobileye Drive™</p></div>', '<div id=""textItem5"" class=""textItem textItem5"" style=""transition-delay: 700ms;"" data-v-71397c9c=""""><p data-v-71397c9c="""">Autonomous<br>Vehicles</p></div>', '<div id=""bannerContentId"" class=""bannerContent globalHomepageContainer"" data-v-3b2ed1aa="""">']]","[['Fix any of the following:\n  Document has multiple static elements with the same id attribute: dotItem1', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: dotItem2', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: dotItem3', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: dotItem4', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: dotItem5', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: textItem1', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: textItem2', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: textItem3', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: textItem4', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: textItem5', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: bannerContentId']]",13
71,355,52,0,https://www.mobileye.com/,3,button-name,critical,"['cat.name-role-value', 'wcag2a', 'wcag412', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures buttons have discernible text,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.7/button-name?application=playwright,"[['<button type=""button"" class=""activePagination"" data-v-415312cb=""""></button>', '<button type=""button"" data-v-415312cb="""" class=""""></button>']]","[['Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",13
142,476,50,0,https://www.nature.com/,3,aria-allowed-role,minor,"['cat.aria', 'best-practice']",Ensures role attribute has an appropriate value for the element,ARIA role should be appropriate for the element,https://dequeuniversity.com/rules/axe/4.7/aria-allowed-role?application=playwright,"[['<iframe id=""google_ads_iframe_/270604982/nature/nature/homepage_0"" name=""google_ads_iframe_/270604982/nature/nature/homepage_0"" title=""3rd party ad content"" width=""728"" height=""90"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" role=""region"" aria-label=""Advertisement"" tabindex=""0"" sandbox=""allow-forms allow-pointer-lock allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" data-load-complete=""true"" data-google-container-id=""1"" style=""border: 0px; vertical-align: bottom;"">']]",[['Fix any of the following:\n  ARIA role region is not allowed for given element']],23
144,478,52,2,https://www.nature.com/,3,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<a class=""c-skip-link"" href=""#content"">Skip to main content</a>']]",[['Fix any of the following:\n  Some page content is not contained by landmarks']],23
143,477,51,1,https://www.nature.com/,3,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a id=""aw0"" target=""_blank"" href=""https://pagead2.googlesyndication.com/pcs/click?xai=AKAOjst00gMwBH2RO-aydofSLg240v84zKwn2eATrs2JHDZ_4c1KVjWi42p_4xc-Dmx31NVXot_oZk_w3eMZ9K6TRnIcfwrgWZwWqZSDyZp_Spbu8HioqcanTZGSoNY_whPhhncIK0LVf2wLBiHRTXkVjju3Tt7yGz7ZBKqmaELIz3CDO84rg52T_vUwwhgMW24HQqsgsnoNcwDWJGchKiZGFVizgEbfSLZVfniaxVgiQy5Ka79ZBvkfGchG2fEkkn97HIbDRRWccVRi3-M0-3Xz4r2LGXjfKwh0ImTk7IprAzEsnm6t1qXRaHksZev3QdjlqkJMVor1hd9CTvXmkCpT&amp;sig=Cg0ArKJSzOCHIzFF3cjA&amp;fbs_aeid=[gw_fbsaeid]&amp;adurl=https://www.nature.com/naturecareers/job/12800956/position-recruitment-of-guangzhou-medical-university/"" onfocus=""ss(\'aw0\')"" onmousedown=""st(\'aw0\')"" onmouseover=""ss(\'aw0\')"" onclick=""ha(\'aw0\')"">']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",23
159,517,24,6,https://www.nytimes.com/,9,nested-interactive,serious,"['cat.keyboard', 'wcag2a', 'wcag412', 'TTv5', 'TT6.a']",Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.7/nested-interactive?application=playwright,"[['<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">']]","[['Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants']]",6
160,518,25,7,https://www.nytimes.com/,9,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<a target=""_blank"" id=""img_anch_CJzPw7zZ34ADFRLYWwod93gJmw"" href=""https://adclick.g.doubleclick.net/pcs/click?xai=AKAOjsu_YnMkpYbq_L-m3BYl20kbkw6ftSZdNTYwoO9vX3YVTpknqRjPzOYh38CjHGW1xWbN8xoBBn08CiW5gqNS7FIHBufrUgZGAnopjk0jXekqA4KljZWkryYLYWWM54wJy0QC0w49GoIlZJT1-XlP&amp;sai=AMfl-YSvm4kjkfPl_cPIlCgYokDTCBNaOa3U8lPYaLZ6_CVFuow-8dYYtWRYCMJxCWIhamPWOPp59DMXjkHrQ_Q&amp;sig=Cg0ArKJSzO5pSHPJ6JnF&amp;cry=1&amp;fbs_aeid=[gw_fbsaeid]&amp;urlfix=1&amp;adurl=https://adclick.g.doubleclick.net/pcs/click%3Fxai%3DAKAOjsubcMrUanXNehmL2rOeJfLARyfpr9TuMW5_G7GVa19wJaYfW-ac1iUod8z3d-Pb3n50OBgEyMWsKwLq8nqmnRH-wMWownS5tgDo2uLab8LzP59A_N_XXlFCehNXqkLNDniLwHXzGVK4bNvVSZGqhHEl8t6K-WWP6JXR-7IbkIZRchdfsMvc0uSyq3sbgQpXGN7438zSgly8zWWCs4oGqKCjfHKqFzmImtyC6io-sJFOBGh_E-q2Xebe_J17AyFA_8vZBqCjXEqXCUdRi_pEhPHDwlKV3i44mhbfKdHJ_BBECLzNgaj7iENcAz8o2-BKlgk%26sai%3DAMfl-YRpQw2GGfJ3v_2HZJR1h4q_C5coL9iWGraGh8ESvoZEO2ChnETc38gDMtSsdK53qTjbBSaOtxuEt7ZD5VF7l6S60CKjEPyz0AIoHii3cd52iq4kF2zX1GQjO9KJFrPJtJRQfa15-qYMiTZLWL2o%26sig%3DCg0ArKJSzDDfkLjavX2oEAE%26fbs_aeid%3D%5Bgw_fbsaeid%5D%26urlfix%3D1%26adurl%3Dhttps://chromeenterprise.google/browser/%253Futm_source%253Dnewyorktimes%2526utm_medium%253Ddisplay%2526utm_campaign%253D2022-H2-chromebrowser-brand-chromebrowserent%2526utm_content%253DGCEY%2526brand%253DGCEY%2526dclid%253D%2525edclid!"">', '<img src=""https://secure.insightexpressai.com/adServer/adServerESI.aspx?script=false&amp;bannerID=11666153&amp;rnd=1311708974&amp;redir=https://secure.insightexpressai.com/adserver/1pixel.gif"">', '<div id=""BAP-holder"">', '<span class=""css-ryh0ds"">We\'ve updated our terms</span>', '<span class=""css-1gwp7w6"">']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",6
161,519,26,8,https://www.nytimes.com/,9,scrollable-region-focusable,serious,"['cat.keyboard', 'wcag2a', 'wcag211', 'TTv5', 'TT4.a']",Ensure elements that have scrollable content are accessible by keyboard,Scrollable region must have keyboard access,https://dequeuniversity.com/rules/axe/4.7/scrollable-region-focusable?application=playwright,"[['<ol class=""css-y68rbb"">']]",[['Fix any of the following:\n  Element should have focusable content\n  Element should be focusable']],6
157,515,22,4,https://www.nytimes.com/,9,landmark-unique,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.7/landmark-unique?application=playwright,"[['<section aria-label=""Gallery"" class=""css-1iwzlsc"">', '<nav class=""css-p7s86k"">']]","[['Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable', 'Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable']]",6
155,513,20,2,https://www.nytimes.com/,9,heading-order,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.7/heading-order?application=playwright,"[['<h5 class=""css-4nvt9l"">', '<h5 class=""css-4nvt9l"">', '<h5 class=""css-1l7ibcj""><span class=""css-wt2ynm"">The Athletic</span></h5>', '<h5 class=""css-1l7ibcj""><span class=""css-wt2ynm"">Analysis</span></h5>']]","[['Fix any of the following:\n  Heading order invalid', 'Fix any of the following:\n  Heading order invalid', 'Fix any of the following:\n  Heading order invalid', 'Fix any of the following:\n  Heading order invalid']]",6
154,512,19,1,https://www.nytimes.com/,9,duplicate-id,minor,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value is unique,id attribute value must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id?application=playwright,"[['<g id=""Page-1"" stroke=""none"" stroke-width=""1"" fill=""none"" fill-rule=""evenodd"">', '<g id=""Artboard""><g id=""Group""><path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path><polyline id=""Shape"" fill=""#a61b1e"" fill-rule=""nonzero"" points=""4.86293961 4.09179688 2.5 0 0.13706039 4.09179688""></polyline></g></g>', '<g id=""Group""><path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path><polyline id=""Shape"" fill=""#a61b1e"" fill-rule=""nonzero"" points=""4.86293961 4.09179688 2.5 0 0.13706039 4.09179688""></polyline></g>', '<path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path>']]","[['Fix any of the following:\n  Document has multiple static elements with the same id attribute: Page-1', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Artboard', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Group', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Shape']]",6
153,511,18,0,https://www.nytimes.com/,9,aria-allowed-role,minor,"['cat.aria', 'best-practice']",Ensures role attribute has an appropriate value for the element,ARIA role should be appropriate for the element,https://dequeuniversity.com/rules/axe/4.7/aria-allowed-role?application=playwright,"[['<iframe frameborder=""0"" src=""https://980eebc74a4b4531696d0cfdc05af96a.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html"" id=""google_ads_iframe_/29390238/nyt/homepage_0"" title=""3rd party ad content"" name="""" scrolling=""no"" marginwidth=""0"" marginheight=""0"" width=""970"" height=""250"" data-is-safeframe=""true"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" role=""region"" aria-label=""Advertisement"" tabindex=""0"" data-google-container-id=""1"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"">']]",[['Fix any of the following:\n  ARIA role region is not allowed for given element']],6
158,516,23,5,https://www.nytimes.com/,9,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a class=""css-4b375e"" href=""https://www.nytimes.com/interactive/2023/08/14/us/politics/trump-georgia-indictment-key-players.html"">', '<a class=""css-4b375e"" href=""https://www.nytimes.com/2023/08/15/us/hawaii-maui-lahaina-fire.html""><div class=""css-s08p0c""><svg width=""100%"" height=""100%"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1""></svg></div></a>']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",6
